,title,budget,currency_symbol,currency_amount
0,Metropolis,DEM 6000000,DEM,10440.0
1,City Lights,$ 1500000,$,1500000
2,Modern Times,$ 1500000,$,1500000
3,Snow White and the Seven Dwarfs,$ 1499000,$,1499000
4,Gone with the Wind,$ 3977000,$,3977000
5,Mr. Smith Goes to Washington,$ 1900000,$,1900000
6,The Wizard of Oz,$ 2777000,$,2777000
7,Fantasia,$ 2280000,$,2280000
8,Pinocchio,$ 2600000,$,2600000
9,Citizen Kane,$ 839727,$,839727
10,Casablanca,$ 950000,$,950000
11,Kate & Leopold,$ 48000000,$,48000000
12,The Best Years of Our Lives,$ 2100000,$,2100000
13,The Treasure of the Sierra Madre,$ 3000000,$,3000000
14,All About Eve,$ 1400000,$,1400000
15,Cinderella,$ 2900000,$,2900000
16,Rashômon,$ 250000,$,250000
17,Singin' in the Rain,$ 2540800,$,2540800
18,From Here to Eternity,$ 1650000,$,1650000
19,Peter Pan,$ 4000000,$,4000000
20,Dial M for Murder,$ 1400000,$,1400000
21,Gojira,$ 175000,$,175000
22,Rear Window,$ 1000000,$,1000000
23,Shichinin no samurai,JPY 125000000,JPY,1162500.0
24,A Star Is Born,$ 5019770,$,5019770
25,Lady and the Tramp,$ 4000000,$,4000000
26,Rebel Without a Cause,$ 1500000,$,1500000
27,Giant,$ 5400000,$,5400000
28,The Bridge on the River Kwai,$ 3000000,$,3000000
29,Touch of Evil,$ 829000,$,829000
30,Vertigo,$ 2479000,$,2479000
31,Ben-Hur,$ 15000000,$,15000000
32,Sleeping Beauty,$ 6000000,$,6000000
33,Le petit soldat,$ 180000,$,180000
34,Psycho,$ 806947,$,806947
35,Spartacus,$ 12000000,$,12000000
36,Swiss Family Robinson,$ 5000000,$,5000000
37,One Hundred and One Dalmatians,$ 4000000,$,4000000
38,Une femme est une femme,$ 160000,$,160000
39,West Side Story,$ 6000000,$,6000000
40,Dr. No,$ 1100000,$,1100000
41,How the West Was Won,$ 15000000,$,15000000
42,Lawrence of Arabia,$ 15000000,$,15000000
43,The Manchurian Candidate,$ 2200000,$,2200000
44,To Kill a Mockingbird,$ 2000000,$,2000000
45,Cleopatra,$ 44000000,$,44000000
46,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,$ 1800000,$,1800000
47,From Russia with Love,$ 2000000,$,2000000
48,It's a Mad Mad Mad Mad World,$ 9400000,$,9400000
49,The Sword in the Stone,$ 3000000,$,3000000
50,Bande à part,$ 120000,$,120000
51,Goldfinger,$ 3000000,$,3000000
52,A Hard Day's Night,$ 560000,$,560000
53,Mary Poppins,$ 6000000,$,6000000
54,My Fair Lady,$ 17000000,$,17000000
55,Per un pugno di dollari,$ 200000,$,200000
56,La battaglia di Algeri,$ 800000,$,800000
57,Doctor Zhivago,$ 11000000,$,11000000
58,Per qualche dollaro in più,$ 600000,$,600000
59,The Sound of Music,$ 8200000,$,8200000
60,Thunderball,$ 9000000,$,9000000
61,"Il buono, il brutto, il cattivo",$ 1200000,$,1200000
62,Who's Afraid of Virginia Woolf?,$ 7500000,$,7500000
63,The Graduate,$ 3000000,$,3000000
64,Guess Who's Coming to Dinner,$ 4000000,$,4000000
65,Hang 'Em High,$ 1600000,$,1600000
66,The Jungle Book,$ 4000000,$,4000000
67,You Only Live Twice,$ 9500000,$,9500000
68,2001: A Space Odyssey,$ 12000000,$,12000000
69,Funny Girl,$ 14100000,$,14100000
70,Night of the Living Dead,$ 114000,$,114000
71,The Odd Couple,$ 1200000,$,1200000
72,Planet of the Apes,$ 5800000,$,5800000
73,Butch Cassidy and the Sundance Kid,$ 6000000,$,6000000
74,Easy Rider,$ 360000,$,360000
75,"Hello, Dolly!",$ 25000000,$,25000000
76,Midnight Cowboy,$ 3600000,$,3600000
77,On Her Majesty's Secret Service,$ 7000000,$,7000000
78,Paint Your Wagon,$ 20000000,$,20000000
79,Two Mules for Sister Sara,$ 2500000,$,2500000
80,Where Eagles Dare,$ 7700000,$,7700000
81,The Wild Bunch,$ 6244087,$,6244087
82,Airport,$ 10000000,$,10000000
83,The AristoCats,$ 4000000,$,4000000
84,Beneath the Planet of the Apes,$ 3000000,$,3000000
85,Il conformista,$ 750000,$,750000
86,Kelly's Heroes,$ 4000000,$,4000000
87,Little Big Man,$ 15000000,$,15000000
88,Love Story,$ 2200000,$,2200000
89,THX 1138,$ 777000,$,777000
90,A Clockwork Orange,$ 2200000,$,2200000
91,Diamonds Are Forever,$ 7200000,$,7200000
92,Dirty Harry,$ 4000000,$,4000000
93,Escape from the Planet of the Apes,$ 2500000,$,2500000
94,Fiddler on the Roof,$ 9000000,$,9000000
95,The French Connection,$ 1800000,$,1800000
96,Wake in Fright,AUD 800000,AUD,520000.0
97,Play Misty for Me,$ 725000,$,725000
98,Willy Wonka & the Chocolate Factory,$ 3000000,$,3000000
99,Conquest of the Planet of the Apes,$ 1700000,$,1700000
100,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,$ 2000000,$,2000000
101,The Godfather,$ 6000000,$,6000000
102,High Plains Drifter,$ 5500000,$,5500000
103,Solaris,RUR 1000000,RUR,13000.0
104,American Graffiti,$ 777000,$,777000
105,Battle for the Planet of the Apes,$ 1800000,$,1800000
106,The Exorcist,$ 11000000,$,11000000
107,Live and Let Die,$ 7000000,$,7000000
108,Mean Streets,$ 500000,$,500000
109,Papillon,$ 12000000,$,12000000
110,Serpico,$ 3000000,$,3000000
111,Sleeper,$ 2000000,$,2000000
112,The Sting,$ 5500000,$,5500000
113,Ultimo tango a Parigi,$ 1250000,$,1250000
114,The Wicker Man,$ 810000,$,810000
115,Blazing Saddles,$ 2600000,$,2600000
116,Chinatown,$ 6000000,$,6000000
117,The Conversation,$ 1600000,$,1600000
118,The Godfather: Part II,$ 13000000,$,13000000
119,The Great Gatsby,$ 6500000,$,6500000
120,The Man with the Golden Gun,$ 7000000,$,7000000
121,Monty Python and the Holy Grail,GBP 229575,GBP,289264.5
122,Murder on the Orient Express,GBP 1500000,GBP,1890000.0
123,The Texas Chain Saw Massacre,$ 300000,$,300000
124,Thunderbolt and Lightfoot,$ 2200000,$,2200000
125,The Towering Inferno,$ 14000000,$,14000000
126,Young Frankenstein,$ 2800000,$,2800000
127,Dog Day Afternoon,$ 1800000,$,1800000
128,The Eiger Sanction,$ 9000000,$,9000000
129,Jaws,$ 7000000,$,7000000
130,Love and Death,$ 3000000,$,3000000
131,Nashville,$ 2200000,$,2200000
132,One Flew Over the Cuckoo's Nest,$ 3000000,$,3000000
133,Picnic at Hanging Rock,AUD 440000,AUD,286000.0
134,The Rocky Horror Picture Show,$ 1200000,$,1200000
135,Tommy,$ 5000000,$,5000000
136,All the President's Men,$ 8500000,$,8500000
137,Carrie,$ 1800000,$,1800000
138,The Enforcer,$ 9000000,$,9000000
139,King Kong,$ 24000000,$,24000000
140,Marathon Man,$ 6500000,$,6500000
141,Network,$ 3800000,$,3800000
142,The Omen,$ 2800000,$,2800000
143,The Outlaw Josey Wales,$ 3700000,$,3700000
144,Rocky,$ 960000,$,960000
145,A Star Is Born,$ 6000000,$,6000000
146,Taxi Driver,$ 1300000,$,1300000
147,Annie Hall,$ 4000000,$,4000000
148,Close Encounters of the Third Kind,$ 20000000,$,20000000
149,Exorcist II: The Heretic,$ 14000000,$,14000000
150,The Gauntlet,$ 5500000,$,5500000
151,High Anxiety,$ 4015000,$,4015000
152,"New York, New York",$ 14000000,$,14000000
153,Pete's Dragon,$ 10000000,$,10000000
154,The Rescuers,$ 7500000,$,7500000
155,Saturday Night Fever,$ 3000000,$,3000000
156,The Spy Who Loved Me,$ 14000000,$,14000000
157,Star Wars,$ 11000000,$,11000000
158,Damien: Omen II,$ 6800000,$,6800000
159,Days of Heaven,$ 3000000,$,3000000
160,The Deer Hunter,$ 15000000,$,15000000
161,Every Which Way but Loose,$ 5000000,$,5000000
162,Force 10 from Navarone,$ 5000000,$,5000000
163,Grease,$ 6000000,$,6000000
164,Halloween,$ 325000,$,325000
165,Invasion of the Body Snatchers,$ 3500000,$,3500000
166,Jaws 2,$ 20000000,$,20000000
167,Midnight Express,$ 2300000,$,2300000
168,National Lampoon's Animal House,$ 3000000,$,3000000
169,Superman,$ 55000000,$,55000000
170,Up in Smoke,$ 2000000,$,2000000
171,Alien,$ 11000000,$,11000000
172,The Amityville Horror,$ 4700000,$,4700000
173,Apocalypse Now,$ 31500000,$,31500000
174,The Black Hole,$ 20000000,$,20000000
175,The Black Stallion,$ 2700000,$,2700000
176,Dracula,$ 12164000,$,12164000
177,Escape from Alcatraz,$ 8000000,$,8000000
178,Hair,$ 11000000,$,11000000
179,Kramer vs. Kramer,$ 8000000,$,8000000
180,Life of Brian,$ 4000000,$,4000000
181,Mad Max,$ 350000,$,350000
182,Manhattan,$ 9000000,$,9000000
183,Meatballs,CAD 1600000,CAD,1152000.0
184,Moonraker,$ 34000000,$,34000000
185,Phantasm,$ 300000,$,300000
186,Rocky II,$ 7000000,$,7000000
187,Rupan sansei: Kariosutoro no shiro,JPY 5000000000,JPY,46499999.99999999
188,Star Trek: The Motion Picture,$ 35000000,$,35000000
189,The Warriors,$ 4000000,$,4000000
190,Airplane!,$ 3500000,$,3500000
191,American Gigolo,$ 4800000,$,4800000
192,Any Which Way You Can,$ 15000000,$,15000000
193,"Atlantic City, USA",$ 7200000,$,7200000
194,The Blue Lagoon,$ 4500000,$,4500000
195,The Blues Brothers,$ 27000000,$,27000000
196,Bronco Billy,$ 6500000,$,6500000
197,Caddyshack,$ 6000000,$,6000000
198,Cruising,$ 11000000,$,11000000
199,Dressed to Kill,$ 6500000,$,6500000
200,The Elephant Man,$ 5000000,$,5000000
201,Star Wars: Episode V - The Empire Strikes Back,$ 18000000,$,18000000
202,Flash Gordon,$ 20000000,$,20000000
203,The Fog,$ 1000000,$,1000000
204,Friday the 13th,$ 550000,$,550000
205,Heaven's Gate,$ 44000000,$,44000000
206,Ordinary People,$ 6000000,$,6000000
207,Popeye,$ 20000000,$,20000000
208,Raging Bull,$ 18000000,$,18000000
209,Scanners,CAD 4100000,CAD,2952000.0
210,The Shining,$ 19000000,$,19000000
211,Somewhere in Time,$ 5100000,$,5100000
212,Superman II,$ 54000000,$,54000000
213,Time Bandits,$ 5000000,$,5000000
214,Xanadu,$ 20000000,$,20000000
215,An American Werewolf in London,$ 10000000,$,10000000
216,Blow Out,$ 18000000,$,18000000
217,Das Boot,DEM 32000000,DEM,55680.0
218,Chariots of Fire,$ 5500000,$,5500000
219,Clash of the Titans,$ 15000000,$,15000000
220,Deadly Blessing,$ 2500000,$,2500000
221,Escape from New York,$ 6000000,$,6000000
222,Excalibur,$ 11000000,$,11000000
223,The Final Conflict,$ 5000000,$,5000000
224,For Your Eyes Only,$ 28000000,$,28000000
225,The Fox and the Hound,$ 12000000,$,12000000
226,Friday the 13th: Part 2,$ 1250000,$,1250000
227,Gallipoli,AUD 2600000,AUD,1690000.0
228,Halloween II,$ 2500000,$,2500000
229,Heavy Metal,$ 9300000,$,9300000
230,Mad Max 2,$ 2000000,$,2000000
231,Outland,$ 16000000,$,16000000
232,The Postman Always Rings Twice,$ 12000000,$,12000000
233,Prince of the City,$ 8600000,$,8600000
234,Raiders of the Lost Ark,$ 18000000,$,18000000
235,Stripes,$ 10000000,$,10000000
236,48 Hrs.,$ 12000000,$,12000000
237,Airplane II: The Sequel,$ 15000000,$,15000000
238,Annie,$ 50000000,$,50000000
239,Blade Runner,$ 28000000,$,28000000
240,Cat People,$ 18000000,$,18000000
241,Creepshow,$ 8000000,$,8000000
242,The Dark Crystal,$ 15000000,$,15000000
243,E.T. the Extra-Terrestrial,$ 10500000,$,10500000
244,The Evil Dead,$ 350000,$,350000
245,Fanny och Alexander,$ 6000000,$,6000000
246,Fast Times at Ridgemont High,$ 4500000,$,4500000
247,Firefox,$ 18000000,$,18000000
248,First Blood,$ 15000000,$,15000000
249,Friday the 13th: Part III,$ 2300000,$,2300000
250,Gandhi,$ 22000000,$,22000000
251,Grease 2,$ 13200000,$,13200000
252,Honkytonk Man,$ 2000000,$,2000000
253,An Officer and a Gentleman,$ 7500000,$,7500000
254,Pink Floyd: The Wall,$ 12000000,$,12000000
255,Poltergeist,$ 20,$,20
256,Porky's,$ 2500000,$,2500000
257,Rocky III,$ 17000000,$,17000000
258,The Secret of NIMH,$ 7000000,$,7000000
259,Sophie's Choice,$ 12000000,$,12000000
260,Star Trek II: The Wrath of Khan,$ 11200000,$,11200000
261,The Thing,$ 15000000,$,15000000
262,Tootsie,$ 21000000,$,21000000
263,TRON,$ 17000000,$,17000000
264,The World According to Garp,$ 17000000,$,17000000
265,All the Right Moves,$ 5600000,$,5600000
266,The Big Chill,$ 8000000,$,8000000
267,Christine,$ 9700000,$,9700000
268,A Christmas Story,$ 3300000,$,3300000
269,The Dead Zone,$ 10000000,$,10000000
270,Flashdance,$ 4000000,$,4000000
271,Halloween III: Season of the Witch,$ 2500000,$,2500000
272,Jaws 3-D,$ 20500000,$,20500000
273,The King of Comedy,$ 20000000,$,20000000
274,Krull,$ 47000000,$,47000000
275,National Lampoon's Vacation,$ 15000000,$,15000000
276,Never Say Never Again,$ 36000000,$,36000000
277,Octopussy,$ 27500000,$,27500000
278,The Outsiders,$ 10000000,$,10000000
279,Private School,$ 3500000,$,3500000
280,Psycho II,$ 5000000,$,5000000
281,Star Wars: Episode VI - Return of the Jedi,$ 32500000,$,32500000
282,The Right Stuff,$ 27000000,$,27000000
283,Risky Business,$ 6200000,$,6200000
284,Rumble Fish,$ 10000000,$,10000000
285,Scarface,$ 25000000,$,25000000
286,The Adventures of Bob & Doug McKenzie: Strange Brew,$ 4000000,$,4000000
287,Sudden Impact,$ 22000000,$,22000000
288,Superman III,$ 39000000,$,39000000
289,Terms of Endearment,$ 8000000,$,8000000
290,Trading Places,$ 15000000,$,15000000
291,Twilight Zone: The Movie,$ 10000000,$,10000000
292,Valley Girl,$ 350000,$,350000
293,Videodrome,$ 5952000,$,5952000
294,WarGames,$ 12000000,$,12000000
295,2010: The Year We Make Contact,$ 28000000,$,28000000
296,Amadeus,$ 18000000,$,18000000
297,Beverly Hills Cop,$ 14000000,$,14000000
298,Blood Simple,$ 1500000,$,1500000
299,Body Double,$ 10000000,$,10000000
300,Children of the Corn,$ 800000,$,800000
301,The Cotton Club,$ 58000000,$,58000000
302,Dune,$ 40000000,$,40000000
303,Firestarter,$ 15000000,$,15000000
304,Footloose,$ 8200000,$,8200000
305,Friday the 13th: The Final Chapter,$ 2600000,$,2600000
306,Ghostbusters,$ 30000000,$,30000000
307,Godzilla 1985,$ 2000000,$,2000000
308,Gremlins,$ 11000000,$,11000000
309,Indiana Jones and the Temple of Doom,$ 28000000,$,28000000
310,The Karate Kid,$ 8000000,$,8000000
311,Kaze no tani no Naushika,$ 1000000,$,1000000
312,The Natural,$ 28000000,$,28000000
313,A Nightmare on Elm Street,$ 1800000,$,1800000
314,Nineteen Eighty-Four,GBP 3000000,GBP,3780000.0
315,"Paris, Texas",GBP 1162000,GBP,1464120.0
316,The Philadelphia Experiment,$ 21000000,$,21000000
317,Police Academy,$ 4500000,$,4500000
318,Purple Rain,$ 7200000,$,7200000
319,Red Dawn,$ 4200000,$,4200000
320,Revenge of the Nerds,$ 8000000,$,8000000
321,Romancing the Stone,$ 10000000,$,10000000
322,"Silent Night, Deadly Night",$ 1065000,$,1065000
323,Sixteen Candles,$ 6500000,$,6500000
324,Splash,$ 8000000,$,8000000
325,Star Trek III: The Search for Spock,$ 17000000,$,17000000
326,Starman,$ 22000000,$,22000000
327,Supergirl,$ 35000000,$,35000000
328,The Terminator,$ 6400000,$,6400000
329,This Is Spinal Tap,$ 2500000,$,2500000
330,Top Secret!,$ 9000000,$,9000000
331,The NeverEnding Story,$ 27000000,$,27000000
332,After Hours,$ 4500000,$,4500000
333,Back to the Future,$ 19000000,$,19000000
334,The Black Cauldron,$ 44000000,$,44000000
335,Brazil,$ 15000000,$,15000000
336,The Breakfast Club,$ 1000000,$,1000000
337,Brewster's Millions,$ 20000000,$,20000000
338,Clue,$ 15000000,$,15000000
339,Cocoon,$ 17500000,$,17500000
340,The Color Purple,$ 15000000,$,15000000
341,Commando,$ 10000000,$,10000000
342,Crimewave,$ 3000000,$,3000000
343,Day of the Dead,$ 3500000,$,3500000
344,Death Wish 3,$ 9000000,$,9000000
345,Desperately Seeking Susan,$ 4500000,$,4500000
346,Enemy Mine,$ 40000000,$,40000000
347,Explorers,$ 25000000,$,25000000
348,Fletch,$ 8000000,$,8000000
349,Friday the 13th: A New Beginning,$ 2200000,$,2200000
350,Fright Night,$ 9000000,$,9000000
351,The Goonies,$ 19000000,$,19000000
352,Legend,$ 24500000,$,24500000
353,Mad Max Beyond Thunderdome,$ 10000000,$,10000000
354,Mishima: A Life in Four Chapters,$ 5000000,$,5000000
355,National Lampoon's European Vacation,$ 17000000,$,17000000
356,A Nightmare on Elm Street Part 2: Freddy's Revenge,$ 3000000,$,3000000
357,Out of Africa,$ 31000000,$,31000000
358,Pale Rider,$ 6900000,$,6900000
359,Pee-wee's Big Adventure,$ 6000000,$,6000000
360,Police Academy 2: Their First Assignment,$ 7600000,$,7600000
361,The Purple Rose of Cairo,$ 15000000,$,15000000
362,Rambo: First Blood Part II,$ 44000000,$,44000000
363,Ran,$ 11500000,$,11500000
364,Re-Animator,$ 900000,$,900000
365,Real Genius,$ 8000000,$,8000000
366,The Return of the Living Dead,$ 4000000,$,4000000
367,Rocky IV,$ 30000000,$,30000000
368,Spies Like Us,$ 22000000,$,22000000
369,St. Elmo's Fire,$ 10000000,$,10000000
370,A View to a Kill,$ 30000000,$,30000000
371,Weird Science,$ 7500000,$,7500000
372,Crocodile Dundee,$ 8800000,$,8800000
373,Aliens,$ 18500000,$,18500000
374,Back to School,$ 11000000,$,11000000
375,Big Trouble in Little China,$ 25000000,$,25000000
376,Blue Velvet,$ 6000000,$,6000000
377,Cobra,$ 25000000,$,25000000
378,Critters,$ 2000000,$,2000000
379,The Delta Force,$ 12000000,$,12000000
380,Down by Law,$ 1100000,$,1100000
381,Ferris Bueller's Day Off,$ 6000000,$,6000000
382,The Fly,$ 15000000,$,15000000
383,Friday the 13th Part VI: Jason Lives,$ 3000000,$,3000000
384,The Golden Child,$ 25000000,$,25000000
385,The Great Mouse Detective,$ 14000000,$,14000000
386,Hannah and Her Sisters,$ 6400000,$,6400000
387,Heartbreak Ridge,$ 15000000,$,15000000
388,Highlander,$ 16000000,$,16000000
389,The Hitcher,$ 6000000,$,6000000
390,House,$ 3000000,$,3000000
391,Howard the Duck,$ 37000000,$,37000000
392,Labyrinth,$ 25000000,$,25000000
393,Little Shop of Horrors,$ 25000000,$,25000000
394,Manhunter,$ 15000000,$,15000000
395,Maximum Overdrive,$ 10000000,$,10000000
396,The Mission,$ 24500000,$,24500000
397,The Money Pit,$ 10000000,$,10000000
398,The Mosquito Coast,$ 25000000,$,25000000
399,My Beautiful Laundrette,GBP 650000,GBP,819000.0
400,Night of the Creeps,$ 5000000,$,5000000
401,Peggy Sue Got Married,$ 18000000,$,18000000
402,Platoon,$ 6000000,$,6000000
403,Poltergeist II: The Other Side,$ 19000000,$,19000000
404,Pretty in Pink,$ 9000000,$,9000000
405,River's Edge,$ 1900000,$,1900000
406,A Room with a View,$ 3000000,$,3000000
407,She's Gotta Have It,$ 175000,$,175000
408,Short Circuit,$ 9000000,$,9000000
409,Sid and Nancy,$ 4000000,$,4000000
410,Stand by Me,$ 8000000,$,8000000
411,Star Trek IV: The Voyage Home,$ 25000000,$,25000000
412,The Texas Chainsaw Massacre 2,$ 4700000,$,4700000
413,¡Three Amigos!,$ 25000000,$,25000000
414,Top Gun,$ 15000000,$,15000000
415,The Wraith,$ 2700000,$,2700000
416,Adventures in Babysitting,$ 7000000,$,7000000
417,Angel Heart,$ 17000000,$,17000000
418,Beverly Hills Cop II,$ 28000000,$,28000000
419,Bloodsport,$ 1100000,$,1100000
420,Cry Freedom,$ 29000000,$,29000000
421,Dirty Dancing,$ 6000000,$,6000000
422,Dragnet,$ 20000000,$,20000000
423,Empire of the Sun,$ 35000000,$,35000000
424,Evil Dead II,$ 3600000,$,3600000
425,Fatal Attraction,$ 14000000,$,14000000
426,Full Metal Jacket,$ 30000000,$,30000000
427,"Good Morning, Vietnam",$ 13000000,$,13000000
428,Harry and the Hendersons,$ 10000000,$,10000000
429,Hellraiser,$ 1000000,$,1000000
430,Innerspace,$ 27000000,$,27000000
431,Jaws: The Revenge,$ 23000000,$,23000000
432,The Last Emperor,GBP 23000000,GBP,28980000.0
433,Lethal Weapon,$ 15000000,$,15000000
434,The Living Daylights,$ 40000000,$,40000000
435,Mannequin,$ 6000000,$,6000000
436,Masters of the Universe,$ 22000000,$,22000000
437,Maurice,GBP 1577000,GBP,1987020.0
438,Moonstruck,$ 15000000,$,15000000
439,A Nightmare on Elm Street 3: Dream Warriors,$ 4500000,$,4500000
440,"Planes, Trains & Automobiles",$ 30000000,$,30000000
441,Predator,$ 15000000,$,15000000
442,Prince of Darkness,$ 3000000,$,3000000
443,The Princess Bride,$ 16000000,$,16000000
444,Raising Arizona,$ 6000000,$,6000000
445,RoboCop,$ 13000000,$,13000000
446,Roxanne,$ 12000000,$,12000000
447,The Running Man,$ 27000000,$,27000000
448,Spaceballs,$ 22700000,$,22700000
449,Superman IV: The Quest for Peace,$ 17000000,$,17000000
450,Teen Wolf Too,$ 3000000,$,3000000
451,The Untouchables,$ 25000000,$,25000000
452,Wall Street,$ 15000000,$,15000000
453,The Witches of Eastwick,$ 22000000,$,22000000
454,Above the Law,$ 7500000,$,7500000
455,The Accused,$ 6000000,$,6000000
456,Beetlejuice,$ 15000000,$,15000000
457,Big,$ 18000000,$,18000000
458,Bull Durham,$ 7000000,$,7000000
459,Child's Play,$ 9000000,$,9000000
460,Cocktail,$ 20000000,$,20000000
461,Coming to America,$ 39000000,$,39000000
462,Critters 2,$ 4500000,$,4500000
463,Dangerous Liaisons,$ 14000000,$,14000000
464,The Dead Pool,$ 31000000,$,31000000
465,Dead Ringers,$ 13000000,$,13000000
466,Die Hard,$ 28000000,$,28000000
467,A Fish Called Wanda,$ 7500000,$,7500000
468,Frantic,$ 20000000,$,20000000
469,Funny Farm,$ 19000000,$,19000000
470,Le grand bleu,FRF 80000000,FRF,13600000.000000002
471,The Great Outdoors,$ 24000000,$,24000000
472,Hairspray,$ 2000000,$,2000000
473,Halloween 4: The Return of Michael Myers,$ 5000000,$,5000000
474,I'm Gonna Git You Sucka,$ 3000000,$,3000000
475,The Land Before Time,$ 12500000,$,12500000
476,The Last Temptation of Christ,$ 7000000,$,7000000
477,License to Drive,$ 8000000,$,8000000
478,Maniac Cop,$ 1100000,$,1100000
479,Mississippi Burning,$ 15000000,$,15000000
480,Monkey Shines,$ 7000000,$,7000000
481,The Naked Gun: From the Files of Police Squad!,$ 12000000,$,12000000
482,A Nightmare on Elm Street 4: The Dream Master,$ 13000000,$,13000000
483,Nuovo Cinema Paradiso,$ 5000000,$,5000000
484,Oliver & Company,$ 31000000,$,31000000
485,Phantasm II,$ 3000000,$,3000000
486,Rain Man,$ 25000000,$,25000000
487,Rambo III,$ 63000000,$,63000000
488,Red Heat,$ 29000000,$,29000000
489,Return of the Living Dead: Part II,$ 6200000,$,6200000
490,Running on Empty,$ 7000000,$,7000000
491,They Live,$ 4000000,$,4000000
492,Tonari no Totoro,$ 3700000,$,3700000
493,Twins,$ 15000000,$,15000000
494,The Unbearable Lightness of Being,$ 17000000,$,17000000
495,Who Framed Roger Rabbit,$ 70000000,$,70000000
496,Willow,$ 35000000,$,35000000
497,Working Girl,$ 28000000,$,28000000
498,The 'Burbs,$ 18000000,$,18000000
499,The Abyss,$ 70000000,$,70000000
500,The Adventures of Baron Munchausen,$ 46630000,$,46630000
501,All Dogs Go to Heaven,$ 13800000,$,13800000
502,Always,$ 31000000,$,31000000
503,Back to the Future Part II,$ 40000000,$,40000000
504,Batman,$ 35000000,$,35000000
505,Bill & Ted's Excellent Adventure,$ 10000000,$,10000000
506,Born on the Fourth of July,$ 14000000,$,14000000
507,Casualties of War,$ 22500000,$,22500000
508,Crimes and Misdemeanors,$ 19000000,$,19000000
509,Dead Poets Society,$ 16400000,$,16400000
510,Do the Right Thing,$ 6500000,$,6500000
511,Driving Miss Daisy,$ 7500000,$,7500000
512,Drugstore Cowboy,$ 2500000,$,2500000
513,Friday the 13th Part VIII: Jason Takes Manhattan,$ 5000000,$,5000000
514,Ghostbusters II,$ 37000000,$,37000000
515,Glory,$ 18000000,$,18000000
516,Halloween 5: The Revenge of Michael Myers,$ 5000000,$,5000000
517,Harlem Nights,$ 30000000,$,30000000
518,Heathers,$ 3000000,$,3000000
519,Henry V,$ 9000000,$,9000000
520,"Honey, I Shrunk the Kids",$ 18000000,$,18000000
521,Indiana Jones and the Last Crusade,$ 48000000,$,48000000
522,K-9,$ 17000000,$,17000000
523,Kickboxer,$ 1500000,$,1500000
524,Lethal Weapon 2,$ 28000000,$,28000000
525,Licence to Kill,$ 32000000,$,32000000
526,The Little Mermaid,$ 40000000,$,40000000
527,Lock Up,$ 24000000,$,24000000
528,Look Who's Talking,$ 7500000,$,7500000
529,Majo no takkyûbin,JPY 800000000,JPY,7439999.999999999
530,Major League,$ 11000000,$,11000000
531,My Left Foot: The Story of Christy Brown,GBP 600000,GBP,756000.0
532,National Lampoon's Christmas Vacation,$ 27000000,$,27000000
533,A Nightmare on Elm Street: The Dream Child,$ 6000000,$,6000000
534,Parenthood,$ 20000000,$,20000000
535,Pet Sematary,$ 11500000,$,11500000
536,Police Academy 6: City Under Siege,$ 12000000,$,12000000
537,Road House,$ 17000000,$,17000000
538,"See No Evil, Hear No Evil",$ 18000000,$,18000000
539,Star Trek V: The Final Frontier,$ 27800000,$,27800000
540,Steel Magnolias,$ 15000000,$,15000000
541,Tango & Cash,$ 55000000,$,55000000
542,Turner & Hooch,$ 13000000,$,13000000
543,Uncle Buck,$ 15000000,$,15000000
544,Vampire's Kiss,$ 2000000,$,2000000
545,The War of the Roses,$ 26000000,$,26000000
546,When Harry Met Sally...,$ 16000000,$,16000000
547,"Sex, Lies, and Videotape",$ 1200000,$,1200000
548,Another 48 Hrs.,$ 38000000,$,38000000
549,Arachnophobia,$ 22000000,$,22000000
550,Awakenings,$ 31000000,$,31000000
551,Back to the Future Part III,$ 40000000,$,40000000
552,The Bonfire of the Vanities,$ 47000000,$,47000000
553,Child's Play 2,$ 13000000,$,13000000
554,Cry-Baby,$ 11000000,$,11000000
555,Dances with Wolves,$ 22000000,$,22000000
556,Darkman,$ 16000000,$,16000000
557,Die Hard 2,$ 70000000,$,70000000
558,Edward Scissorhands,$ 20000000,$,20000000
559,Flatliners,$ 26000000,$,26000000
560,Ghost,$ 22000000,$,22000000
561,The Godfather: Part III,$ 54000000,$,54000000
562,Goodfellas,$ 25000000,$,25000000
563,Graveyard Shift,$ 10500000,$,10500000
564,Hard to Kill,$ 10000000,$,10000000
565,Henry: Portrait of a Serial Killer,$ 111000,$,111000
566,Home Alone,$ 18000000,$,18000000
567,The Hot Spot,$ 13000000,$,13000000
568,House Party,$ 2500000,$,2500000
569,Jacob's Ladder,$ 25000000,$,25000000
570,Joe Versus the Volcano,$ 25000000,$,25000000
571,Kindergarten Cop,$ 15000000,$,15000000
572,Leatherface: Texas Chainsaw Massacre III,$ 2000000,$,2000000
573,Lionheart,$ 6000000,$,6000000
574,Marked for Death,$ 12000000,$,12000000
575,Metropolitan,$ 230000,$,230000
576,Miller's Crossing,$ 14000000,$,14000000
577,Misery,$ 20000000,$,20000000
578,Mo' Better Blues,$ 10000000,$,10000000
579,Night of the Living Dead,$ 4200000,$,4200000
580,Nikita,FRF 50000000,FRF,8500000.0
581,Predator 2,$ 35000000,$,35000000
