,title,year,country,language,duration,genre,director,production_company,description,budget,usa_gross_income,worlwide_gross_income,IMDB_rating,metascore,reviews_from_users,votes,reviews_from_critics,female_avg_rating,male_avg_rating,female_votes,male_votes,avg_rating_<18yrs,votes_<18yrs,avg_rating_18-30yrs,votes_18-30yrs,avg_rating_30-45yrs,votes_30-45yrs,avg_rating_>45yrs,votes_>45yrs,positive_votes,neutral_votes,negative_votes,percentage_of_positive_reviews,overall_eval,genre_1,genre_2,genre_3,country_1,country_2,country_3,budget_USD,actor_1,listing_1,actor_2,listing_2,actor_3,listing_3
1186,Cecil B. DeMented,2000,"France, USA",English,87,"Comedy, Crime, Thriller",John Waters,Artic Productions LLC,An insane independent film director and his renegade group of teenage filmmakers kidnap an A-list Hollywood actress and force her to star in their underground film.,$ 10000000,$ 1284646,$ 1961544,6.2,57.0,149.0,12837,93.0,6.4,6.2,1720.0,8030.0,7.5,2.0,6.6,825.0,6.3,6201.0,5.8,2676.0,6692,4676,1469,0.52,0,Comedy, Crime, Thriller,France, USA,,10000000.0,Melanie Griffith,D,Stephen Dorff,D,Alicia Witt,D
1188,Autumn in New York,2000,USA,English,103,"Drama, Romance",Joan Chen,Metro-Goldwyn-Mayer (MGM),"Romantic drama about an aging playboy who falls for a sweet, but terminally ill, young woman.",$ 65000000,$ 37761915,$ 90726668,5.7,24.0,187.0,23732,109.0,5.8,5.6,8243.0,10752.0,6.7,3.0,6.1,2830.0,5.6,11514.0,5.5,4264.0,8095,12190,3447,0.34,0,Drama, Romance,,USA,,,65000000.0,Richard Gere,A,Winona Ryder,D,Anthony LaPaglia,D
1176,How the Grinch Stole Christmas,2000,USA,English,104,"Comedy, Family, Fantasy",Ron Howard,Universal Pictures,"On the outskirts of Whoville, there lives a green, revenge-seeking Grinch (Jim Carrey), who plans on ruining Christmas for all of the citizens of the town.",$ 123000000,$ 260044825,$ 345141403,6.1,46.0,542.0,186704,130.0,6.7,5.9,39226.0,104847.0,6.4,258.0,6.3,55342.0,5.9,65791.0,5.9,16400.0,86943,84154,15607,0.47,0,Comedy, Family, Fantasy,USA,,,123000000.0,Jim Carrey,A,Taylor Momsen,D,Kelley,D
1179,Nurse Betty,2000,"Germany, USA","English, Spanish",110,"Comedy, Crime, Drama",Neil LaBute,Gramercy Pictures (I),Comedy about a widow's post-traumatic obsession with a soap star.,$ 35000000,$ 25170054,$ 29364989,6.1,69.0,260.0,32064,158.0,6.0,6.1,5072.0,18775.0,7.7,3.0,6.1,1708.0,6.0,13655.0,6.3,8280.0,16149,13465,2450,0.5,0,Comedy, Crime, Drama,Germany, USA,,35000000.0,Morgan Freeman,A,Renée Zellweger,B,Chris Rock,A
1178,Keeping the Faith,2000,USA,"English, Hebrew, Spanish",128,"Comedy, Drama, Romance",Edward Norton,Spyglass Entertainment,"Two friends, a priest and a rabbi, fall in love with the same woman they knew in their youth, but the religious position of both men denies them romance.",$ 29000000,$ 37047880,$ 59945183,6.3,60.0,258.0,48337,145.0,6.4,6.3,10396.0,27332.0,6.0,3.0,6.4,4317.0,6.3,25010.0,6.4,7927.0,26853,19419,2065,0.56,0,Comedy, Drama, Romance,USA,,,29000000.0,Ben Stiller,A,Edward Norton,B,Jenna Elfman,D
1429,I Am Sam,2001,USA,English,132,Drama,Jessie Nelson,New Line Cinema,A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.,$ 22000000,$ 40311852,$ 97818139,7.6,28.0,455.0,137547,122.0,7.9,7.5,35504.0,78437.0,7.8,45.0,7.9,34275.0,7.6,63973.0,7.3,12813.0,116461,18029,3057,0.85,1,Drama,,,USA,,,22000000.0,Sean Penn,C,Michelle Pfeiffer,A,Dakota Fanning,D
1307,The Mexican,2001,"USA, Mexico","English, Spanish",123,"Adventure, Comedy, Crime",Gore Verbinski,DreamWorks,"A man tries to transport an ancient gun called The Mexican, believed to carry a curse, back across the border, while his girlfriend pressures him to give up his criminal ways.",$ 57000000,$ 66845033,$ 147845033,6.1,43.0,349.0,98676,127.0,6.1,6.1,17595.0,61639.0,6.9,7.0,6.4,12368.0,6.0,51440.0,6.0,13691.0,41271,51213,6192,0.42,0,Adventure, Comedy, Crime,USA, Mexico,,57000000.0,Brad Pitt,A,Julia Roberts,A,James Gandolfini,D
1306,Summer Catch,2001,USA,English,104,"Comedy, Drama, Romance",Michael Tollin,Warner Bros.,A rich girl whose family summers on Cape Cod has a romance with a local poor boy who hopes to become a major league baseball player.,$ 34000000,$ 19753553,$ 19772447,5.0,21.0,113.0,14654,50.0,5.0,5.0,3100.0,8606.0,6.0,2.0,5.3,1796.0,4.9,7631.0,5.3,1998.0,3564,8160,2930,0.24,0,Comedy, Drama, Romance,USA,,,34000000.0,Freddie Prinze Jr.,D,Jessica Biel,C,Fred Ward,D
1325,Wet Hot American Summer,2001,USA,English,97,"Comedy, Romance",David Wain,Eureka Pictures,"Set on the last day of camp, in the hot summer of 1981, a group of counselors try to complete their unfinished business before the day ends.",$ 5000000,$ 295206,$ 295206,6.6,42.0,316.0,51206,75.0,6.6,6.6,7740.0,33622.0,7.8,17.0,6.8,11746.0,6.6,23724.0,6.0,4560.0,31389,16014,3803,0.61,1,Comedy, Romance,,USA,,,5000000.0,Janeane Garofalo,C,David Hyde Pierce,D,Michael Showalter,D
1419,K-PAX,2001,"USA, Germany",English,120,"Drama, Sci-Fi",Iain Softley,IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG,"PROT is a patient at a mental hospital who claims to be from a far away planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.",$ 68000000,$ 50338485,$ 65001485,7.4,49.0,545.0,169111,144.0,7.5,7.4,19079.0,119039.0,7.4,25.0,7.6,27984.0,7.4,86137.0,7.1,21176.0,136271,29632,3208,0.81,1,Drama, Sci-Fi,,USA, Germany,,68000000.0,Kevin Spacey,C,Jeff Bridges,A,Mary McCormack,D
1308,The Pledge,2001,USA,English,124,"Crime, Drama, Mystery",Sean Penn,Morgan Creek Entertainment,A retiring police detective pledges to catch the killer of a young child.,$ 35000000,$ 19733089,$ 29419291,6.8,71.0,560.0,50907,154.0,6.7,6.8,4699.0,34879.0,6.0,3.0,6.9,4830.0,6.7,23417.0,6.9,10693.0,32758,16025,2124,0.64,1,Crime, Drama, Mystery,USA,,,35000000.0,Patricia Clarkson,D,Beau Daniels,D,Benicio Del Toro,D
1328,Swordfish,2001,USA,"English, German",99,"Action, Crime, Thriller",Dominic Sena,Hollywood Licensing Group,"A covert counter-terrorist unit called Black Cell led by Gabriel Shear wants the money to help finance their war against international terrorism, but it's all locked away. Gabriel brings in convicted hacker Stanley Jobson to help him.",$ 102000000,$ 69772969,$ 147080413,6.5,32.0,550.0,170800,160.0,6.3,6.5,13253.0,126480.0,6.8,16.0,6.6,22853.0,6.5,92374.0,6.5,21416.0,96307,66427,8066,0.56,0,Action, Crime, Thriller,USA,,,102000000.0,John Travolta,A,Hugh Jackman,A,Halle Berry,B
1418,The Last Castle,2001,USA,English,131,"Action, Drama, Thriller",Rod Lurie,DreamWorks,A court-martialed General rallies together twelve hundred inmates to rise against a corrupt and sadistic warden.,$ 72000000,$ 18244060,$ 27642707,7.0,43.0,298.0,66774,102.0,7.2,6.9,4846.0,49299.0,7.1,16.0,7.2,9362.0,6.9,32903.0,6.7,10411.0,46040,18644,2090,0.69,1,Action, Drama, Thriller,USA,,,72000000.0,Robert Redford,A,James Gandolfini,D,Mark Ruffalo,A
1303,3000 Miles to Graceland,2001,USA,English,125,"Action, Comedy, Crime",Demian Lichtenstein,Franchise Pictures,A gang of ex-cons rob a casino during Elvis convention week.,$ 62000000,$ 15749959,$ 18720175,6.0,21.0,404.0,42225,108.0,6.0,6.0,2839.0,30896.0,6.9,5.0,6.1,3222.0,6.0,21941.0,6.0,7950.0,17526,20396,4303,0.42,0,Action, Comedy, Crime,USA,,,62000000.0,Kurt Russell,A,Kevin Costner,A,Courteney Cox,D
1458,Monster's Ball,2001,USA,English,111,"Drama, Romance",Marc Forster,Lee Daniels Entertainment,"After a family tragedy, a racist prison guard reexamines his attitudes while falling in love with the African American wife of the last prisoner he executed.",$ 4000000,$ 31273922,$ 45011434,7.0,69.0,523.0,79546,155.0,6.9,7.0,11731.0,51378.0,7.0,6.0,7.0,7317.0,7.0,39628.0,7.2,15295.0,57217,19130,3199,0.72,1,Drama, Romance,,USA,,,4000000.0,Billy Bob Thornton,D,Taylor Simpson,D,Gabrielle Witcher,D
1461,Siu Lam juk kau,2001,"Hong Kong, China","Cantonese, Mandarin",113,"Action, Comedy, Fantasy",Stephen Chow,Star Overseas,A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.,$ 10000000,$ 489600,$ 42776760,7.3,68.0,254.0,70203,252.0,7.2,7.2,4588.0,51796.0,7.4,45.0,7.3,16100.0,7.2,32716.0,7.2,5923.0,53989,13741,2473,0.77,1,Action, Comedy, Fantasy,Hong Kong, China,,10000000.0,Stephen Chow,D,Man-Tat Ng,D,Wei Zhao,D
1323,Bridget Jones's Diary,2001,"UK, France, USA",English,97,"Comedy, Drama, Romance",Sharon Maguire,Miramax,A British woman is determined to improve herself while she looks for love in a year in which she keeps a personal diary.,$ 25000000,$ 71543427,$ 281929795,6.7,66.0,582.0,211066,96.0,7.2,6.4,76813.0,87919.0,6.9,99.0,6.8,45603.0,6.6,87620.0,6.8,26939.0,135902,67304,7860,0.64,1,Comedy, Drama, Romance,UK, France, USA,25000000.0,Renée Zellweger,B,Gemma Jones,D,Celia Imrie,D
1314,Freddy Got Fingered,2001,USA,English,87,Comedy,Tom Green,Regency Enterprises,"An unemployed cartoonist moves back in with his parents and younger brother Freddy. When his parents demand he leave, he begins to spread rumors that his father is sexually abusing Freddy.",$ 14000000,$ 14254993,$ 14343028,4.6,13.0,660.0,44410,100.0,3.9,4.7,3297.0,31998.0,5.7,18.0,4.9,5948.0,4.7,24875.0,3.8,3969.0,15916,11510,16984,0.36,0,Comedy,,,USA,,,14000000.0,Tom Green,D,Rip Torn,D,Marisa Coughlan,D
1431,Not Another Teen Movie,2001,USA,English,89,Comedy,Joel Gallen,Columbia Pictures,A sendup of all the teen movies that have accumulated in the past two decades.,$ 15000000,$ 38252284,$ 66468332,5.7,32.0,398.0,92297,94.0,5.4,5.7,14604.0,60689.0,4.9,39.0,5.7,22151.0,5.7,44747.0,5.7,6690.0,36151,43513,12633,0.39,0,Comedy,,,USA,,,15000000.0,Chyler Leigh,D,Chris Evans,A,Jaime Pressly,D
1312,Dr. Dolittle 2,2001,USA,English,87,"Comedy, Family, Fantasy",Steve Carr,Twentieth Century Fox,Dolittle must save a forest and a bear's life.,$ 70000000,$ 112952899,$ 176104344,4.7,49.0,77.0,39725,91.0,5.0,4.6,6429.0,25110.0,4.3,23.0,4.8,9745.0,4.5,17128.0,4.7,3873.0,6523,24747,8455,0.16,0,Comedy, Family, Fantasy,USA,,,70000000.0,Eddie Murphy,A,Kristen Wilson,D,Raven-Symoné,D
1445,Wasabi,2001,"France, Japan","French, Japanese",94,"Action, Drama, Comedy",Gérard Krawczyk,EuropaCorp,"A French cop gets 2 months leave for getting results too violently. His Japanese girlfriend, who vanished 19 years ago, has died and he flies Paris to Tokyo for her funeral and will full of surprises. The Yakuza meets his brutal ways.",EUR 15300000,$ 97220,$ 10366360,6.7,53.0,99.0,35293,41.0,6.9,6.6,3900.0,24813.0,6.8,11.0,6.9,6233.0,6.6,17473.0,6.6,4358.0,21505,12413,1375,0.61,1,Action, Drama, Comedy,France, Japan,,16830000.0,Jean Reno,D,Ryôko Hirosue,D,Michel Muller,D
1483,Metoroporisu,2001,Japan,"Japanese, French, German, Italian, Spanish, English, Russian",108,"Animation, Adventure, Drama",Rintaro,Bandai Visual Company,Kenichi and his uncle Shunsaku Ban must find the mystery behind robot girl Tima.,$ 15000000,$ 722932,$ 4035192,7.2,75.0,124.0,19324,89.0,7.3,7.2,1929.0,13324.0,7.5,4.0,7.4,2691.0,7.2,10166.0,7.0,2237.0,14659,4084,581,0.76,1,Animation, Adventure, Drama,Japan,,,15000000.0,Yuka Imoto,D,Kei Kobayashi,D,Kôki Okada,D
1315,Ocean's Eleven,2001,USA,"English, Italian, Cantonese",116,"Crime, Thriller",Steven Soderbergh,Warner Bros.,Danny Ocean and his eleven accomplices plan to rob three Las Vegas casinos simultaneously.,$ 85000000,$ 183417150,$ 450717150,7.8,74.0,907.0,483250,206.0,7.8,7.8,63731.0,316624.0,7.9,283.0,7.9,118082.0,7.7,204838.0,7.5,43569.0,429646,48608,4996,0.89,1,Crime, Thriller,,USA,,,85000000.0,George Clooney,A,Cecelia Ann Birt,D,Paul L. Nolan,D
1311,Saving Silverman,2001,"USA, Australia","English, Thai",90,"Comedy, Crime, Romance",Dennis Dugan,Columbia Pictures,A pair of buddies conspire to save their best friend from marrying the wrong woman.,$ 22000000,$ 19402030,$ 26086706,5.9,22.0,204.0,37275,96.0,5.6,5.9,3893.0,25803.0,5.1,6.0,5.9,4454.0,5.9,19629.0,5.8,4993.0,15211,18326,3738,0.41,0,Comedy, Crime, Romance,USA, Australia,,22000000.0,Steve Zahn,D,Jack Black,A,Jason Biggs,D
1479,Mean Machine,2001,"UK, USA",English,99,"Comedy, Crime, Drama",Barry Skolnick,Paramount Pictures,A football star jailed for assault leads a group of inmates in a match against prison guards.,GBP 2500000,$ 92770,$ 7310206,6.5,45.0,86.0,33858,55.0,6.8,6.5,1929.0,26146.0,7.0,2.0,6.6,6745.0,6.5,17727.0,6.1,2920.0,18849,13786,1223,0.56,0,Comedy, Crime, Drama,UK, USA,,3150000.0,Vinnie Jones,D,David Kelly,D,David Hemmings,D
1322,The Man Who Wasn't There,2001,"USA, UK","English, Italian, French",116,"Crime, Drama","Joel Coen, Ethan Coen",Good Machine,"A laconic, chain-smoking barber blackmails his wife's boss and lover for money to invest in dry cleaning, but his plan goes terribly wrong.",$ 20000000,$ 7504257,$ 18916623,7.5,73.0,450.0,98658,201.0,7.4,7.5,7803.0,70496.0,8.2,19.0,7.7,13118.0,7.5,47281.0,7.3,16706.0,82411,14390,1857,0.84,1,Crime, Drama,,USA, UK,,20000000.0,Billy Bob Thornton,D,Frances McDormand,C,Michael Badalucco,D
1453,No Man's Land,2001,"France, Bosnia and Herzegovina, Italy, Belgium, UK, Slovenia","Bosnian, French, English, Serbian",98,"Drama, War",Danis Tanovic,Noé Productions,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.",EUR 2100000,$ 1012153,$ 4858869,7.9,84.0,179.0,42653,106.0,8.1,7.9,4204.0,30867.0,8.0,6.0,8.1,5736.0,7.9,22390.0,7.7,6591.0,38215,3562,876,0.9,1,Drama, War,,France, Bosnia and Herzegovina, Italy,2310000.0,Branko Djuric,D,Rene Bitorajac,D,Filip Sovagovic,D
1442,Gosford Park,2001,"USA, UK, Italy",English,131,"Comedy, Drama, Mystery",Robert Altman,USA Films,The lives of upstairs guests and downstairs servants at a party in 1932 in a country house in England as they investigate a murder involving one of them.,$ 19800000,$ 41308615,$ 87754044,7.2,90.0,654.0,75134,182.0,7.5,7.2,14756.0,43621.0,6.9,7.0,7.3,7764.0,7.2,32996.0,7.4,16988.0,56121,15806,3207,0.75,1,Comedy, Drama, Mystery,USA, UK, Italy,19800000.0,Maggie Smith,B,Michael Gambon,D,Kristin Scott Thomas,D
1438,Minoes,2001,Netherlands,Dutch,86,"Comedy, Family, Fantasy",Vincent Bal,Bos Bros. Film & TV Productions,A cat who turns into a young woman helps a journalist protect their town from a factory boss with an evil plan.,EUR 5328737,$ 266959,$ 5029543,6.8,50.0,15.0,4466,15.0,7.1,6.7,1061.0,2482.0,6.5,6.0,6.7,913.0,6.8,1640.0,7.0,942.0,3231,1113,122,0.72,1,Comedy, Family, Fantasy,Netherlands,,,5861610.7,Theo Maassen,D,Carice van Houten,D,Sarah Bannier,D
1434,How High,2001,USA,English,93,"Comedy, Fantasy",Jesse Dylan,Jersey Films,"Two guys by the name of Silas and Jamal decided to one day smoke something magical, which eventually helps them to ace their college entrance exam.",$ 20000000,$ 31178740,$ 31283740,6.3,29.0,110.0,50796,36.0,6.2,6.2,4093.0,37719.0,7.5,24.0,6.5,14441.0,6.1,24230.0,5.2,1956.0,27274,18459,5063,0.54,0,Comedy, Fantasy,,USA,,,20000000.0,Method Man,D,Redman,D,Obba Babatundé,D
1310,Cats & Dogs,2001,"USA, Australia",English,87,"Action, Comedy, Family",Lawrence Guterman,Warner Bros.,"A look at the top-secret, high-tech espionage war going on between cats and dogs, of which their human owners are blissfully unaware.",$ 60000000,$ 93385515,$ 200687492,5.1,47.0,233.0,53732,106.0,5.3,5.1,9454.0,33284.0,4.7,51.0,5.1,17558.0,5.0,18338.0,5.4,5735.0,12922,31921,8889,0.24,0,Action, Comedy, Family,USA, Australia,,60000000.0,Jeff Goldblum,B,Elizabeth Perkins,D,Alexander Pollock,D
1318,Harry Potter and the Sorcerer's Stone,2001,"UK, USA",English,152,"Adventure, Family, Fantasy",Chris Columbus,Warner Bros.,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",$ 125000000,$ 318087620,$ 978087613,7.6,64.0,1654.0,584679,264.0,8.1,7.4,118854.0,324503.0,8.0,1052.0,7.8,188630.0,7.3,187861.0,7.5,45544.0,482600,88191,13888,0.83,1,Adventure, Family, Fantasy,UK, USA,,125000000.0,Richard Harris,B,Maggie Smith,B,Robbie Coltrane,B
1495,Koroshiya 1,2001,Japan,"Japanese, Cantonese, English",129,"Action, Comedy, Crime",Takashi Miike,Omega Project,"As sadomasochistic yakuza enforcer Kakihara searches for his missing boss he comes across Ichi, a repressed and psychotic killer who may be able to inflict levels of pain that Kakihara has only dreamed of achieving.",$ 1400000,$ 20285,$ 80631,7.0,55.0,292.0,49524,108.0,7.1,7.0,4518.0,36317.0,7.3,11.0,7.1,7560.0,7.0,27555.0,6.9,5159.0,35285,11334,2905,0.71,1,Action, Comedy, Crime,Japan,,,1400000.0,Tadanobu Asano,D,Nao Ohmori,D,Shin'ya Tsukamoto,D
1316,Serendipity,2001,USA,"English, French",90,"Comedy, Romance",Peter Chelsom,Miramax,"A couple search for each other years after the night they first met, fell in love, and separated, convinced that one day they'd end up together.",$ 28000000,$ 50294317,$ 77516304,6.9,52.0,392.0,99234,120.0,6.9,6.9,29432.0,51460.0,7.4,16.0,7.0,18152.0,6.8,47553.0,6.8,13318.0,66293,29548,3393,0.67,1,Comedy, Romance,,USA,,,28000000.0,John Cusack,A,Kate Beckinsale,B,Jeremy Piven,D
1329,Sen to Chihiro no kamikakushi,2001,Japan,"Japanese, English",125,"Animation, Adventure, Family",Hayao Miyazaki,Tokuma Shoten,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.",$ 19000000,$ 13750644,$ 347742810,8.6,96.0,1092.0,577019,275.0,8.8,8.5,108221.0,324731.0,8.7,688.0,8.7,173976.0,8.5,199466.0,8.3,36578.0,530297,33347,13375,0.92,1,Animation, Adventure, Family,Japan,,,19000000.0,Rumi Hiiragi,D,Miyu Irino,D,Mari Natsuki,D
1408,Jimmy Neutron: Boy Genius,2001,USA,English,82,"Animation, Action, Adventure",John A. Davis,Paramount Pictures,An eight year-old boy genius and his friends must rescue their parents after the adults are abducted by aliens.,$ 30000000,$ 80936232,$ 102992536,6.0,65.0,127.0,28761,63.0,6.0,6.0,4380.0,18297.0,6.1,45.0,6.1,11627.0,5.8,7406.0,6.0,2875.0,11810,14618,2333,0.41,0,Animation, Action, Adventure,USA,,,30000000.0,Megan Cavanagh,D,Mark DeCarlo,D,Debi Derryberry,D
1415,Kiss of the Dragon,2001,"France, USA","English, French, Mandarin",98,"Action, Crime, Drama",Chris Nahon,Twentieth Century Fox,A betrayed intelligence officer enlists the aid of a prostitute to prove his innocence from a deadly conspiracy while returning a favor to her.,$ 25000000,$ 36845124,$ 64437847,6.6,58.0,255.0,58693,121.0,6.6,6.6,3486.0,44317.0,7.3,7.0,6.8,7776.0,6.6,31915.0,6.6,7165.0,34552,22033,2108,0.59,0,Action, Crime, Drama,France, USA,,25000000.0,Jet Li,B,Bridget Fonda,D,Tchéky Karyo,D
1384,Jay and Silent Bob Strike Back,2001,USA,English,104,Comedy,Kevin Smith,Dimension Films,"The comic ""Bluntman and Chronic"" is based on real-life stoners Jay and Silent Bob, so when they get no profit from a big-screen adaptation, they set out to wreck the movie.",$ 22000000,$ 30085147,$ 33788161,6.8,51.0,869.0,143384,178.0,6.6,6.8,12459.0,102614.0,6.9,30.0,6.9,21268.0,6.8,76241.0,6.6,14972.0,95712,40134,7538,0.67,1,Comedy,,,USA,,,22000000.0,Jason Mewes,D,Kevin Smith,D,Ben Affleck,A
1383,Don't Say a Word,2001,"USA, Australia, Switzerland, Canada","English, Italian, Chinese",113,"Drama, Mystery, Thriller",Gary Fleder,Regency Enterprises,"When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret...",$ 50000000,$ 55001642,$ 100020092,6.3,38.0,252.0,46466,115.0,6.6,6.2,7671.0,28247.0,8.0,3.0,6.6,4376.0,6.2,22548.0,6.3,8295.0,21844,22745,1877,0.47,0,Drama, Mystery, Thriller,USA, Australia, Switzerland,50000000.0,Michael Douglas,A,Sean Bean,D,Brittany Murphy,D
1347,Legally Blonde,2001,USA,English,96,"Comedy, Romance",Robert Luketic,Metro-Goldwyn-Mayer (MGM),"Elle Woods, a fashionable sorority queen is dumped by her boyfriend. She decides to follow him to law school, while she is there she figures out that there is more to her than just looks.",$ 18000000,$ 96520674,$ 141774679,6.2,59.0,561.0,170379,167.0,6.7,5.9,59137.0,70916.0,6.6,146.0,6.4,43693.0,6.0,64089.0,6.5,17795.0,87152,72915,10312,0.51,0,Comedy, Romance,,USA,,,18000000.0,Reese Witherspoon,A,Luke Wilson,D,Selma Blair,D
1381,Vanilla Sky,2001,"USA, Spain","English, Spanish",136,"Fantasy, Mystery, Romance",Cameron Crowe,Paramount Pictures,A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover.,$ 68000000,$ 100618344,$ 203388341,6.9,45.0,1276.0,237485,150.0,6.7,7.0,35536.0,155596.0,7.1,42.0,7.1,36915.0,6.9,122610.0,6.5,27200.0,161784,62262,13439,0.68,1,Fantasy, Mystery, Romance,USA, Spain,,68000000.0,Tom Cruise,A,Penélope Cruz,A,Cameron Diaz,A
